"","8_0149.leaf","8_0157.leaf","8_0158.leaf","8_0160.leaf","8_0162.leaf","8_0167.leaf","8_0171.leaf","8_0174.leaf","8_0302.leaf","8_0307.leaf","8_0318.leaf","8_0326.leaf","8_0327.leaf","8_0328.leaf","8_0330.leaf","8_0580.leaf","8_0589.leaf","8_0593.leaf","8_0606.leaf","8_0608.leaf","8_0609.leaf","8_0612.leaf","8_0617.leaf","8_0773.leaf","8_0775.leaf","8_0776.leaf","8_0790.leaf","8_0803.leaf","8_1012.leaf","8_1013.leaf","8_1023.leaf","8_1032.leaf","8_1043.leaf","8_1047.leaf","8_1048.leaf","8_1361.leaf","8_1370.leaf","8_1377.leaf","8_1378.leaf","8_1382.leaf","8_1384.leaf","8_1388.leaf","8_1389.leaf","9_0155.leaf","9_0159.leaf","9_0161.leaf","9_0169.leaf","9_0171.leaf","9_0179.leaf","9_0191.leaf","9_0290.leaf","9_0292.leaf","9_0298.leaf","9_0302.leaf","9_0305.leaf","9_0330.leaf","9_0334.leaf","9_0580.leaf","9_0583.leaf","9_0588.leaf","9_0589.leaf","9_0590.leaf","9_0599.leaf","9_0769.leaf","9_0775.leaf","9_0776.leaf","9_0781.leaf","9_0789.leaf","9_0799.leaf","9_0802.leaf","9_0804.leaf","9_1014.leaf","9_1027.leaf","9_1041.leaf","9_1043.leaf","9_1046.leaf","9_1047.leaf","9_1354.leaf","9_1355.leaf","9_1356.leaf","9_1358.leaf","9_1364.leaf","9_1370.leaf","9_1382.leaf","JAM_3C.leaf","JAM_E1.leaf","JAM_E3.leaf","JAM_E4.leaf","8_0149.root","8_0157.root","8_0158.root","8_0160.root","8_0162.root","8_0167.root","8_0171.root","8_0174.root","8_0302.root","8_0307.root","8_0318.root","8_0326.root","8_0327.root","8_0328.root","8_0330.root","8_0580.root","8_0589.root","8_0593.root","8_0606.root","8_0608.root","8_0609.root","8_0612.root","8_0617.root","8_0773.root","8_0775.root","8_0776.root","8_0790.root","8_0803.root","8_1012.root","8_1013.root","8_1023.root","8_1032.root","8_1043.root","8_1047.root","8_1048.root","8_1361.root","8_1370.root","8_1377.root","8_1378.root","8_1382.root","8_1384.root","8_1388.root","8_1389.root","9_0155.root","9_0159.root","9_0161.root","9_0169.root","9_0171.root","9_0179.root","9_0191.root","9_0290.root","9_0292.root","9_0298.root","9_0302.root","9_0305.root","9_0330.root","9_0334.root","9_0580.root","9_0583.root","9_0588.root","9_0589.root","9_0590.root","9_0599.root","9_0769.root","9_0775.root","9_0776.root","9_0781.root","9_0789.root","9_0799.root","9_0802.root","9_0804.root","9_1014.root","9_1027.root","9_1041.root","9_1043.root","9_1046.root","9_1047.root","9_1354.root","9_1355.root","9_1356.root","9_1358.root","9_1364.root","9_1370.root","9_1382.root","JAM_3C.root","JAM_E1.root","JAM_E3.root","JAM_E4.root"
"OTU_31",0,58,0,0,0,0,66,0,0,0,22,0,0,2,71,0,2,3,0,7,0,0,0,569,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,12,0,0,309,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,321,1,1,0,1,0,0,1,17,0,0,0,0,5,0,57,0,1,0,0,7,5,0,10,3,0,0,3,0,205,11,0,0,5,1,0,0,0,1614,0,0,0,1,177,1,1,1,0,0,2,44,3,0,20,994,18,82,29,0,0,252,2,0,68,3,26,2,2,0,0,0,1,0,26,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,1
"OTU_32",6,1,0,7,1,0,1,0,0,5,1,1,1437,0,0,0,3768,13560,0,2,1459,13,1,0,0,0,1660,7,0,7454,1,1,0,15,0,0,0,13,1,4999,0,49,175,1,1,1,40,3121,1,1,0,2204,1,0,0,1,2,4625,0,0,2401,0,0,0,0,0,0,0,0,2535,0,2074,0,0,4,2,2,3284,3174,1,1,6484,5,2,1,1,4,2,0,3752,3,0,3352,0,0,0,267,939,0,5703,0,0,3,0,1173,0,3,2,1,0,0,6390,7687,3599,2,1,1,1,0,0,0,55,1,0,3862,11340,0,25,2698,1,2,0,2,0,4326,1,0,0,1,2,0,0,0,33,203,9,278,0,0,0,7061,0,3,14,5446,19,0,0,2,0,2,4,2,0,1477,1,0,0,1,5,1,0,0,2315,7740,1
"OTU_33",317,2856,0,1,0,0,305,0,0,2,1732,0,1,0,1052,1,6,6,1,0,0,223,0,281,0,0,1,21,0,5,4,0,0,1,0,1,1,1172,0,8,0,90,1200,1,0,1,8,1,277,0,0,0,1,860,0,0,0,83,0,0,0,0,1309,0,0,0,0,0,0,4,1,2,2,5,121,2,0,2,0,990,0,6,81,2382,0,0,0,59,0,5,0,2,3,0,1540,0,474,0,0,33,797,0,1217,0,0,0,0,3,1222,674,0,64,0,0,0,0,0,958,4,0,0,1662,1025,2561,30,18,0,8,0,176,644,0,4522,658,6,743,1022,0,0,2510,4,0,2011,652,1155,319,0,0,0,0,1,2,1738,5,0,453,0,0,9,7,184,1,1,1,0,0,0,1,0,0,0,0,0,1,26,0
"OTU_35",308,39,2,3,18,4,11,9,20,0,29,4,481,1,59,47,8,39,11,11,25,78,2,30,3,3,121,53,12,87,1,11,0,3,1,68,6,38,0,8,0,25,82,0,955,6,1,45,89,139,2,474,1,6,1,3,0,39,0,0,134,0,243,119,3,1,2,11,705,260,0,37,0,12,1730,87,0,109,23,77,2,156,54,14,0,2,3,9,7,87,0,3,7,143,61,11,62,114,1,82,15,9,50,0,98,31,1,4,21,10,5,166,330,109,27,8,48,19,3,2,0,6,1,33,79,251,2,77,125,66,602,7,7,15,30,43,23,76,32,10,23,88,38,39,34,66,6,1178,0,38,193,0,25,0,36,9,5,0,0,2,25,5,3,1,98,0,34,14,20,7,1,273,0,164,32,2
"OTU_36",2368,326,0,4,0,8,88,3,22,9,369,0,129,4,1179,22,884,766,14,1,113,30,3,1053,10,4,180,380,18,936,0,4,0,1,5,2,6,85,3,176,0,31,164,0,9,3,12,323,499,5,12,233,1,61,5,0,2,982,2,0,203,0,501,14,0,1,2,0,0,426,0,380,0,5,60,1,4,270,225,752,35,571,40,314,0,0,2,860,3,498,0,3,798,16,122,4,37,175,13,287,420,5,77,0,456,6,1,0,167,165,0,892,420,302,6,5,13,343,22,4,0,57,181,489,775,537,2,7509,109,297,3128,2,286,518,870,82,332,3,2,325,6,1,528,211,27,532,38,7,1,22,1646,2,101,6,233,24,2,1,9,0,164,0,0,2,270,5,3,3,1,11,3,6,0,199,414,0
"OTU_38",2,2,3,9,116,2,167,729,536,12,21,106,15,77,4,23,73,4,414,6,58,1,15,5,5,990,8,1555,177,41,279,11,9,256,157,332,260,50,86,13,95,2,5,23,375,189,1,15,0,336,584,11,958,118,155,158,18,5,7,1,29,36,0,21,235,0,57,12,280,7,5,13,561,132,43,40,156,40,120,8,187,23,0,4,2,6,5457,41,415,2,28,60,51,479,19,26,0,98,73,35,5,355,17,0,18,44,13,11,3,3,0,62,31,40,611,4,7,3,186,354,984,14,3,18,14,28,21,5,20,46,64,155,8,1,81,12,19,133,455,17,74,73,3,28,0,40,9,812,2,357,130,129,14,8,232,0,251,7,137,0,1361,8,0,177,42,68,19,171,35,69,210,552,6,38,46,68
"OTU_39",10,598,0,1,2,1,30,0,7,2,104,3,42,0,247,3,249,307,0,0,54,1808,1,837,0,17,67,31,2,456,7,0,1,2,0,0,1,112,1,243,0,1032,346,1,0,2,132,81,191,0,1,51,0,95,0,0,1,253,0,0,119,4,220,3,0,0,0,2,0,157,0,144,0,0,53,2,1,27,90,379,2,630,914,347,0,0,4,60,0,685,0,17,507,0,322,3,1430,81,9,911,189,0,100,0,53,2,3,2,340,365,11,417,31,93,0,5,4,1355,3,0,1,864,319,526,173,45,0,2,59,154,152,0,536,225,144,111,230,2,0,391,2,1,537,195,1536,254,8,0,0,2,2293,0,65,147,303,319,3,0,15,0,15,0,1,1,34,0,1,1,0,7,5,0,0,52,245,0
"OTU_40",283,86,101,5,5,1,306,5,2,3,352,235,27,14,504,30,13,504,50,61,35,434,7,184,1,29,26,176,4,74,18,12,96,812,0,1,54,177,0,75,1,356,27,262,38,198,41,83,1420,5,0,214,1,1360,1,7,42,180,7,0,74,0,123,4,1,11,1,0,1,54,6,301,1,10,59,4,59,239,2147,94,3,412,180,436,8,0,13,356,0,117,0,25,172,1,352,0,893,338,0,69,317,1,409,9,62,500,3,9,169,96,4,186,100,276,4,14,2,94,9,1,4,63,93,149,198,59,2,394,208,1037,1566,0,689,49,919,99,732,4,2,810,2,126,489,145,414,2017,43,45,0,1,116,1,338,63,273,582,25,1,131,62,18,0,33,6,200,0,0,71,92,7,14,4,42,87,1060,2
"OTU_41",25,353,21,83,4,6,143,37,137,0,131,23,35,24,567,2,58,73,38,9,159,992,16,1159,2,117,22,213,4,209,65,27,0,541,4,51,354,317,2,177,0,296,62,150,82,670,284,267,70,154,20,136,6,125,4,18,25,98,3,0,86,1,74,6,15,2,2,3,30,60,2,51,13,56,116,44,887,78,112,230,67,80,876,327,1,1,72,198,91,28,0,50,314,4,288,1,3179,142,0,57,86,15,157,8,154,407,7,138,196,133,0,122,184,111,168,14,1,367,3,2,35,730,161,412,54,221,6,4,217,642,24,12,269,445,196,63,166,2,34,370,13,21,276,573,3924,416,5,0,1,769,629,74,53,172,30,676,65,0,73,7,106,21,7,2,95,3,10,286,15,4,14,24,0,107,212,3
"OTU_42",0,0,0,3,4,2,0,2,2,7,0,1,0,1,1,7,0,0,2,29,0,0,4,0,0,1,0,2,8,0,0,2,0,0,6,0,0,0,0,1,3,0,0,0,0,3,0,0,0,1,1,2,2,0,0,1,2,0,0,2,0,0,0,8,2,0,1,4,1,0,0,0,4,3,10,0,2,0,0,0,7,0,0,1,1,3,0,0,0,0,3,1,1,0,2,4,0,0,1,2,1,1,0,13,1,1,3,6,0,0,0,0,2,1,1,0,18,2,1,4,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,6,0,1,0,1,0,2,3,0,0,0,4,2,0,0,0,2,0,0,12,6,0,4,1,2,10,0,1,0,4,6,0,0,3,0,0
"OTU_43",21,352,7,2,0,1,223,0,1,0,1046,9,710,2,243,21,140,572,0,6,944,223,3,71,0,2,1292,11,0,236,8,5,0,10,0,2,13,102,2,115,8,125,123,4,0,12,81,407,160,0,0,1207,0,75,0,1,4,376,0,0,1081,0,144,6,0,0,0,0,0,481,0,385,1,2,437,0,14,785,125,190,0,565,799,110,0,1,0,176,1,757,0,10,321,1,591,3,316,917,4,693,482,0,174,0,570,17,2,4,221,186,0,862,1283,1289,5,10,0,288,4,0,0,154,382,230,1462,939,1,0,1479,327,0,0,184,249,234,369,289,0,1,328,3,6,230,257,600,113,6,2,1,0,458,0,244,51,477,91,1,1,18,0,3,1,0,0,1711,0,0,3,0,10,0,0,1,603,494,0
"OTU_44",976,2901,1,0,1,0,62,0,0,0,236,0,9,2,1849,0,0,4,0,0,0,56,0,72,0,0,3,235,0,0,2,0,0,0,0,0,0,426,0,0,0,0,1030,0,0,0,3,15,1096,2,0,0,0,184,0,0,0,162,0,0,0,1,1081,0,2,0,0,0,0,3,0,1,0,0,12,0,0,30,0,2911,0,4,0,1059,0,0,0,924,2,8,0,0,0,0,841,0,117,1,0,3,869,1,1677,0,23,1,0,0,1245,295,0,0,0,33,1,1,0,2706,2,0,0,2462,705,612,33,23,0,3,2,568,1,0,1626,973,3,263,405,0,1,644,0,0,1268,633,8,1250,0,0,0,0,0,0,380,4,3,19,0,0,0,0,376,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
"OTU_45",0,0,29454,45,0,43,1,16,19,0,1,2159,2,202,1,32,0,3,367,3,0,0,12548,0,44,38,0,4,143,0,1357,44,24,267,105,61,26,0,145,3,582,0,0,1025,9,327,0,0,0,22,213,0,94,4,52,58,10,3,44,0,0,5,1,10,58,2085,21,5162,41,1,53,0,42,151,0,127,1942,1,5,0,169,2,1,0,2,66,582,1,97,2,62,297,2,341,4,224,0,1,50,3,1,31,5,0,0,269,44,552,3,0,188,0,12,1,4,506,0,0,60,152,665,0,0,2,2,1,52,0,0,2,2,37,0,0,14,1,0,31,181,0,140,7,1,0,0,2,32,68,1,12,11,55,1,0,5,0,7014,6,9034,8,0,586,6121,299,1,52,14,17,3,42,137,13,0,0,1,1373
"OTU_46",0,0,0,0,4,0,21,0,0,0,0,0,0,4,0,0,0,1,523,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,3,0,0,2,0,239,0,0,0,0,0,0,0,1,0,12,0,4,0,432,0,2,0,0,0,0,0,0,1,0,0,114,5,1,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,1,5,0,0,1,0,0,3,0,14,3,0,0,2,7,0,1,0,6,0,0,0,5,4,1,3,5,3,0,0,0,0,0,1,8,24,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,3,1,538,0,1,0,0,0,0,0,0,3,247,0,1,0,4,6,0,0,0,0,0,0,27,0,0,1,1,0,0,1,0,0,62,0,0,0,0,0,9
"OTU_47",113,423,8,16,8,1,119,5,28,0,268,33,226,3,594,15,160,567,19,2,818,532,9,363,1,25,148,165,2,569,38,38,1,187,13,14,128,741,2,321,10,374,448,57,12,125,414,857,189,14,3,686,0,261,3,11,34,868,1,0,336,1,311,2,3,1,2,13,13,400,0,844,9,21,125,21,155,132,3525,347,29,342,394,284,1,3,6,609,16,504,0,69,354,4,417,2,475,252,5,522,107,0,350,2,166,306,3,108,302,407,1,793,298,368,12,44,1,314,10,0,9,688,173,419,606,732,3,103,233,681,559,0,385,604,1107,321,120,2,4,299,6,23,285,856,392,717,8,3,2,21,663,9,312,179,158,374,21,2,153,6,114,16,13,6,415,5,5,56,41,0,6,12,0,208,1618,0
"OTU_49",0,4,0,7,9,0,0,5,1,0,0,2,20,9,9,88,0,5,1,2,7,0,0,6,2,33,1,6,0,5,6,3,2,37,6,3,40,23,0,0,0,3,3,1,2,11,12,3,3,0,0,8,1,4,0,4,16,5,1,0,4,0,0,3,0,0,0,0,2,5,0,4,6,15,5,2,1,1,8,5,4,3,2,4,0,1,0,8,0,12,0,4,15,0,0,1,0,5,1,2,0,1,7,0,3,10,0,7,1,1,2,3,13,1,0,1,7,5,0,0,0,5,1,1,9,3,1,0,2,17,15,3,10,2,26,2,1,0,0,0,1,11,12,5,0,15,1,0,0,57,7,2,1,4,6,3,5,0,5,0,3,0,1,0,10,1,0,2,0,0,0,0,0,0,9,0
"OTU_50",69,19,0,0,0,0,7,0,0,0,4,0,2,0,6,0,18,57,0,0,1,7,0,8,0,0,2,26,0,8,0,4,0,0,0,0,3,49,0,3,0,0,4,0,0,0,5,13,15,0,0,13,0,3,0,0,0,10,0,0,1,0,9,0,1,0,0,0,0,3,0,6,0,0,3,0,0,4,4,61,0,34,1,4,0,0,0,46,0,54,0,0,10,0,2,0,0,3,0,12,11,0,2,0,16,1,0,0,13,5,0,18,14,17,0,0,0,12,0,3,0,60,9,3,33,8,4,41,4,4,25,0,6,8,4,4,4,1,0,9,0,0,15,32,3,130,0,0,0,0,44,0,8,2,72,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,9,20,0
"OTU_51",5,661,5,34,3,7,300,15,46,8,389,44,388,25,389,11,454,251,131,15,796,407,40,397,3,55,1081,124,2,643,30,12,0,57,6,45,239,210,60,399,21,323,224,73,50,193,98,679,139,69,44,1132,3,182,8,8,46,760,1,0,1115,0,170,15,17,3,2,2,37,413,1,619,16,57,792,27,291,126,356,311,21,403,854,540,3,1,28,367,19,702,4,56,603,26,1202,6,506,724,118,418,414,16,355,2,339,155,4,48,223,310,16,696,1201,971,33,24,30,382,11,58,12,204,159,695,346,1060,4,6,678,714,287,3,359,284,842,188,862,3,14,1405,13,18,684,279,1209,378,63,28,0,178,793,345,239,44,265,105,9,0,64,7,184,68,13,4,1395,9,3,126,3,5,1,21,0,615,799,3
"OTU_52",506,570,0,10,0,3,209,0,0,3,222,1,137,17,877,13,1196,820,0,0,96,193,0,1691,0,5,89,105,1,1297,5,0,0,1,1,0,2,2002,1,326,0,53,213,1,3,2,100,491,243,0,1,373,0,59,0,1,0,2476,1,0,175,4,157,0,1,0,0,0,0,679,0,592,1,15,236,2,2,371,533,1410,4,1280,11,347,0,4,0,2533,1,903,0,1,1423,0,201,0,233,92,0,984,197,0,218,2,478,9,2,1,379,208,0,599,204,573,1,9,6,1146,0,0,0,959,1153,653,1179,441,1,262,415,243,719,0,1167,485,626,137,413,0,0,637,2,2,1182,1279,85,1799,41,2,0,8,602,0,158,46,700,80,0,0,2,11,224,0,0,0,285,0,0,6,0,4,4,0,0,497,294,1
"OTU_53",2,16,0,40,0,4,3,0,4,2,6,0,100,6,3,16,138,245,0,2,169,33,0,0,0,20,21,10,0,191,2,1,0,1,0,1,2,1693,0,1123,0,96,450,0,2,1,4,1123,4,3,0,282,0,64,1,3,10,1536,0,0,282,0,5,3,0,0,0,0,0,102,0,231,0,0,1,4,6,408,1367,16,2,343,13,16,0,0,1,387,1,390,0,0,886,0,7,0,535,276,0,819,1,1,22,0,353,0,2,0,3,0,0,238,76,421,1,0,0,9,0,0,0,8139,6,0,345,2107,1,94,149,0,149,0,5,326,1852,5,0,0,1,13,1,0,17,5237,143,736,17,0,0,11,194,2,2,9,191,103,3,0,5,0,17,0,0,0,139,0,0,10,5,0,0,6,0,57,1058,0
"OTU_55",1376,89,28,45,72,25,341,229,715,6,249,48,343,32,314,40,1282,964,375,42,419,180,58,82,14,542,273,1465,46,648,42,10,1,160,42,269,326,114,65,968,21,54,362,79,2060,51,343,737,91,415,34,851,103,221,2671,106,56,673,15,0,313,4,58,12,203,25,13,9,584,377,2,496,456,110,132,141,195,332,1433,124,34,542,332,182,5,22,62,309,96,1153,6,64,826,862,375,18,447,163,304,583,266,649,205,7,534,138,14,79,225,173,16,976,711,577,179,25,161,96,858,800,340,278,153,181,434,936,16,495,545,408,1009,17,286,124,1083,186,132,31,319,158,312,167,115,335,539,465,47,843,1,376,1103,567,192,219,699,177,97,2,91,23,428,89,39,373,437,28,93,905,88,680,5,1604,0,410,1179,19
"OTU_56",20,73,55,101,21,3,568,39,149,9,698,41,38,1348,430,5,64,55,320,16,107,687,36,461,9,239,140,361,11,261,43,22,12,146,27,207,316,810,11,226,5,450,485,121,140,326,170,362,49,83,84,245,5,1084,16,46,175,265,8,0,155,3,103,14,34,15,19,6,98,115,18,264,48,155,261,35,119,61,820,106,52,113,546,485,16,28,203,342,30,325,4,315,710,40,236,7,986,83,22,84,163,71,428,6,65,292,57,82,301,231,6,195,1043,69,201,77,4,176,111,69,49,275,34,609,61,251,8,52,86,1576,788,5,586,302,850,272,135,9,76,385,40,130,647,320,308,503,121,50,3,817,184,83,264,88,15,487,56,2,383,1,317,24,13,2,418,12,13,379,50,1,4,29,2,284,868,26
"OTU_57",1,0,17,5,94,0,298,849,1231,25,2,96,2,82,2,12,17,9,590,10,9,0,40,0,0,2259,1,1019,110,8,986,27,4,612,60,328,404,15,78,5,121,0,4,130,1157,269,0,3,2,452,187,0,594,294,165,672,5,3,11,0,3,6,0,8,881,3,24,12,1434,1,0,2,1559,48,7,147,3246,14,92,4,66,3,0,8,0,4,288,5,1011,0,3,370,117,601,12,23,2,5,48,1,1,546,16,0,3,191,10,29,2,0,16,9,11,10,1063,54,101,1,438,383,1010,3,4,8,2,6,4,1,2,16,53,113,5,1,82,2,5,137,1098,0,293,195,2,11,0,23,16,545,0,284,135,482,1,33,65,4,432,1,997,0,460,817,13,391,3,8,43,239,4,191,144,1298,1,2,3,11
"OTU_58",90,179,7,76,6,10,297,5,59,1,294,29,45,16,418,9,223,198,35,21,69,432,28,376,22,101,127,41,3,198,34,22,0,33,34,143,148,384,9,44,9,348,277,163,6,125,206,304,149,84,2,170,0,566,0,2,88,362,27,0,74,4,173,15,5,7,5,5,22,213,2,108,8,24,84,98,186,41,86,237,28,150,320,338,1,8,34,279,33,133,26,45,163,0,609,6,465,40,3,132,265,9,516,0,130,118,1,37,499,270,0,250,229,177,47,59,6,156,2,0,4,441,131,672,208,340,25,39,76,1316,608,36,506,381,474,182,373,0,4,979,8,8,418,323,118,891,79,0,0,792,194,1,595,89,49,319,10,1,187,5,54,1,2,0,186,21,6,345,12,11,12,2,1,155,365,11
"OTU_59",2669,79,1,2,2,0,10,1,1,1,160,0,12,0,505,0,62,313,0,0,0,2,0,3120,1,1,9,63,0,57,1,0,0,0,1,1,0,7,1,28,0,0,781,0,0,0,0,112,412,0,0,4,0,10,0,0,0,498,1,0,56,0,583,0,0,11,0,0,0,32,0,62,0,0,34,4,0,219,36,417,1,279,0,679,0,0,2,484,0,92,0,2,169,0,94,0,0,2,0,372,72,1,2,3,185,0,1,0,99,65,1,153,8,184,0,0,0,130,0,0,0,41,163,227,203,27,0,2396,6,446,2,1,219,200,65,29,115,1,2,64,0,3,1549,254,0,553,2,0,0,0,69,1,1,0,70,1,0,0,0,0,28,0,0,0,8,1,0,1,0,0,3,0,0,12,54,0
"OTU_60",7,142,9,5,1531,9,251,1187,3031,0,43,16,375,9,78,0,10,54,2367,0,941,54,38,46,56,2919,16,752,99,2,170,0,1,1449,90,509,522,201,4366,8,86,4,83,27,3965,76,13,3,180,3289,6193,7,2734,24,2322,1504,9,19,1,1,49,68,6,16,998,14,247,16,3311,36,0,1,2075,64,9,411,1156,168,368,29,34,48,9,47,1,3,2556,4,2446,13,10,48,135,5010,194,12,527,133,1444,2,37,5654,155,1,21,116,63,40,88,12,12,16,25,96,2272,10,82,14,1301,728,1358,14,13,52,11,35,0,0,70,82,55,3,15,29,24,52,129,2388,3065,98,336,856,22,154,85,53,4,3925,0,2736,337,2635,133,13,677,975,2614,2,55,0,390,2385,85,1733,209,4,355,603,24,264,25,4844,5,68,4,34
"OTU_61",0,3,34,12,349,0,232,1092,1274,6,16,299,0,85,16,14,2934,15,1823,40,3,2,224,5,20,618,1,1,12,3,14,21,0,26,7,269,587,4,1353,19,837,7,22,513,1623,749,6,8,8,248,919,11,5,829,1308,503,14,9,11,0,7,7,7,0,818,7,481,55,783,25,0,6,429,43,16,668,53,0,104,23,28,8,14,17,29,24,155,14,229,14,8,288,59,1498,10,15,14,12,990,8,13,912,42,6,11,657,15,11,2,9,176,9,7,14,741,134,308,12,981,4422,480,1,4,134,7,17,7,0,5,146,253,23,20,7,60,11,14,638,735,16,1371,1132,8,3,2,21,31,2372,0,346,16,1253,8,1,11,1,12,0,111,43,1,1968,22,269,7,4,248,574,7,800,54,753,1,1,14,102
"OTU_63",260,91,0,0,0,0,40,2,0,0,36,1,253,0,18,1,93,299,0,0,303,17,0,193,2,2,191,62,0,67,0,0,0,19,0,1,6,55,1,19,3,1,2,1,1,0,1,34,33,6,0,892,0,1,0,0,0,71,0,0,631,0,5,0,0,0,0,3,0,387,0,20,1,0,5,0,0,354,276,77,1,231,5,6,0,0,0,51,0,91,0,0,83,0,57,8,89,443,5,67,33,0,27,0,203,5,0,1,107,4,0,140,352,291,2,1,6,65,1,0,0,19,141,16,107,523,0,324,319,7,39,0,16,5,387,79,39,0,1,198,0,8,29,60,15,81,4,0,0,323,229,0,76,0,127,43,0,0,0,0,147,0,6,0,226,0,0,0,5,0,6,0,0,229,54,1
"OTU_64",250,420,0,3,3,0,257,0,0,0,201,1,304,0,256,1,339,569,0,0,972,37,0,488,0,1,468,100,0,447,0,0,0,1,5,0,0,282,0,32,0,18,220,0,0,0,2,117,428,2,0,1210,0,24,0,1,0,583,0,0,630,5,158,1,1,0,0,3,1,933,0,38,1,1,329,0,0,1054,61,642,1,502,70,141,0,0,0,1409,1,173,0,0,231,1,221,0,10,76,0,77,424,1,123,0,524,1,1,0,786,144,2,136,42,532,1,0,0,711,3,0,0,1288,442,238,289,838,0,317,231,260,85,0,446,593,262,129,517,0,0,590,0,1,895,1483,37,2236,2,0,0,1,245,0,85,1,71,10,0,0,0,0,181,0,5,0,388,0,1,0,0,8,0,0,0,221,119,0
"OTU_65",74,372,0,6,4,0,284,0,1,0,182,0,2196,7,166,1,207,285,0,0,1531,36,0,431,0,0,1175,61,0,256,1,0,0,0,0,0,0,183,0,125,0,49,66,0,1,0,11,254,92,0,1,1440,0,35,0,0,1,370,0,0,615,0,197,0,0,0,0,0,0,3095,0,273,0,11,11,0,0,1944,198,380,0,573,224,107,0,0,0,295,0,369,0,0,440,1,183,0,83,213,0,511,459,0,144,0,1619,0,0,1,420,110,0,449,2922,1119,1,0,0,265,3,0,0,307,738,153,255,3756,5,15,467,362,10,0,176,293,1252,141,554,0,0,1321,0,0,414,154,67,208,11,0,0,1,538,0,112,12,120,26,0,1,1,0,33,0,0,1,785,0,1,0,0,0,0,0,0,1812,431,0
"OTU_66",1,0,0,0,91,0,235,356,386,0,18,21,1,4,10,0,49,0,1905,10,0,0,71,5,0,106,0,0,1,0,3,0,0,0,0,162,233,0,1206,0,207,0,3,5,1048,6,1,1,2,48,1863,0,3,288,1713,134,0,0,0,1,0,0,0,0,143,0,200,33,314,0,1,0,118,0,0,77,0,0,0,3,0,0,3,6,0,0,0,0,99,0,5,37,0,1569,2,0,0,4,1247,0,3,244,16,0,1,27,0,0,0,3,29,0,0,0,447,2,86,5,1299,1617,83,0,0,19,0,1,0,1,0,23,31,0,0,1,0,7,3,191,186,1,693,353,5,0,1,1,0,1018,0,32,1,923,3,0,0,0,0,0,25,11,0,996,13,185,0,0,139,237,0,1404,0,199,0,0,1,89
"OTU_67",373,105,85,15,412,8,194,1544,310,9,227,141,892,365,122,14,263,599,114,96,813,356,44,88,9,437,1168,1093,3,599,45,2,50,190,11,209,321,168,95,319,23,267,462,247,913,73,176,692,94,655,45,824,13,156,99,77,13,970,5,1,758,7,36,13,42,18,46,3,296,309,4,638,161,36,139,103,73,334,1181,67,8,393,507,112,14,6,89,257,133,1290,3,103,576,232,293,9,930,641,11,553,106,118,131,0,421,660,11,93,167,75,15,1209,1057,497,120,98,98,62,55,48,125,206,39,148,1277,1179,0,194,560,264,2911,3,83,127,899,155,137,134,244,130,222,172,145,295,351,241,42,788,0,702,1437,283,104,123,461,510,299,0,118,33,590,189,76,28,733,9,60,363,125,98,31,492,9,901,1524,121
"OTU_68",0,0,0,0,35,0,27,1110,744,0,2,0,0,5,2,0,0,0,212,5,0,0,0,0,0,310,0,1,0,0,0,0,0,0,0,144,108,0,97,0,3027,0,0,0,1902,0,0,0,0,84,178,0,4,1,91,2673,0,0,0,1,1,0,2,0,1135,0,77,757,1427,0,0,0,528,0,1,464,0,0,0,1,1,0,0,0,0,16,13,0,210,0,0,0,0,292,1,0,0,2,21,0,0,247,0,0,0,1,0,0,0,1,0,0,0,1,244,0,11,0,56,101,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,17,1480,0,3202,346,0,0,0,1,3,36,0,39,0,153,1,0,0,0,0,0,0,4,0,70,2,3438,0,0,65,77,0,258,0,329,0,0,0,427
"OTU_69",0,0,30,0,705,2,186,483,494,5,10,21,2,76,6,0,17,2,455,0,1,1,122,0,0,803,1,218,45,0,31,0,11,154,14,563,118,22,395,5,190,0,13,17,848,30,1,0,2,600,566,2,228,35,356,795,0,2,3,0,1,8,0,0,514,0,91,11,959,5,0,0,740,4,10,279,426,12,66,4,15,7,1,3,1,0,248,1,637,3,4,37,35,721,19,9,7,10,378,0,7,473,26,0,2,148,69,8,8,0,0,4,8,4,360,16,212,4,396,310,206,1,5,6,7,3,0,0,2,2,27,0,2,1,9,3,20,149,1027,15,351,283,2,2,1,2,2,578,0,311,41,401,2,0,17,74,578,9,50,11,248,990,30,484,5,0,274,407,6,106,6,1037,1,11,1,69
